,id,date,amount
38874,5719,2012-11-27,105.0
38875,5719,2013-04-18,86.0
38876,5719,2011-06-07,88.0
38877,5720,2015-10-03,85.0
38878,5720,2014-11-08,101.0
38879,5720,2014-01-11,95.0
38880,5720,2014-04-21,89.0
38881,5720,2014-03-15,114.0
38882,5720,2015-06-27,82.0
38883,5720,2014-06-14,91.0
38884,5721,2015-10-07,95.0
38885,5721,2010-08-22,111.0
38886,5721,2015-04-04,74.0
38887,5721,2013-12-11,75.0
38888,5721,2011-09-22,129.0
38889,5722,2015-07-07,54.0
38890,5722,2014-12-10,106.0
38891,5722,2013-10-04,76.0
38892,5723,2017-07-31,81.0
38893,5723,2013-11-08,89.0
38894,5723,2015-02-26,119.0
38895,5723,2017-07-09,84.0
38896,5723,2011-02-20,79.0
38897,5724,2016-08-17,91.0
38898,5724,2011-10-23,73.0
38899,5724,2016-06-29,121.0
38900,5725,2014-09-28,108.0
38901,5725,2013-06-17,106.0
38902,5725,2014-09-10,124.0
38903,5725,2011-11-28,85.0
38904,5726,2017-03-31,120.0
38905,5726,2012-12-13,105.0
38906,5726,2015-12-13,125.0
38907,5727,2015-05-30,87.0
38908,5727,2014-12-04,123.0
38909,5727,2011-12-31,105.0
38910,5727,2015-05-26,114.0
38911,5727,2015-05-03,94.0
38912,5728,2016-08-30,111.0
38913,5728,2013-03-29,117.0
38914,5728,2015-05-04,103.0
38915,5728,2015-12-21,100.0
38916,5728,2016-05-28,107.0
38917,5728,2012-10-12,109.0
38918,5728,2016-04-16,122.0
38919,5729,2015-08-21,94.0
38920,5729,2015-08-31,95.0
38921,5729,2015-08-30,95.0
38922,5729,2012-02-25,131.0
38923,5729,2011-04-18,150.0
38924,5729,2013-01-29,105.0
38925,5729,2012-01-18,101.0
38926,5730,2017-01-31,136.0
38927,5730,2016-04-09,73.0
38928,5730,2014-04-17,99.0
38929,5730,2014-06-19,90.0
38930,5730,2017-01-03,113.0
38931,5731,2017-04-29,69.0
38932,5731,2016-03-24,89.0
38933,5731,2013-09-27,98.0
38934,5731,2012-05-28,71.0
38935,5731,2011-12-27,109.0
38936,5732,2016-08-10,111.0
38937,5733,2016-12-13,110.0
38938,5734,2016-03-09,72.0
38939,5734,2012-07-06,51.0
38940,5734,2010-06-22,93.0
38941,5735,2017-05-24,113.0
38942,5735,2010-06-02,53.0
38943,5735,2016-03-20,87.0
38944,5735,2011-06-26,84.0
38945,5736,2014-12-14,101.0
38946,5736,2013-08-23,102.0
38947,5736,2010-10-29,93.0
38948,5737,2017-08-08,117.0
38949,5737,2015-08-22,128.0
38950,5737,2011-02-03,102.0
38951,5738,2015-09-27,90.0
38952,5738,2011-06-13,110.0
38953,5738,2010-08-26,118.0
38954,5738,2010-11-26,152.0
38955,5738,2010-08-02,109.0
38956,5738,2015-01-14,106.0
38957,5738,2011-01-15,101.0
38958,5739,2016-05-04,108.0
38959,5739,2013-02-22,121.0
38960,5739,2014-09-30,64.0
38961,5740,2016-03-16,96.0
38962,5740,2015-09-22,91.0
38963,5740,2010-12-18,92.0
38964,5740,2016-01-03,104.0
38965,5740,2012-03-29,98.0
38966,5740,2013-11-13,71.0
38967,5740,2014-09-25,118.0
38968,5741,2017-06-25,81.0
38969,5741,2011-02-05,112.0
38970,5741,2012-09-19,104.0
38971,5741,2017-05-23,81.0
38972,5741,2016-08-09,94.0
38973,5742,2015-03-16,107.0
38974,5742,2011-10-09,97.0
38975,5742,2013-10-29,50.0
38976,5742,2013-07-14,89.0
38977,5742,2011-11-25,83.0
38978,5742,2014-04-21,53.0
38979,5743,2015-04-14,94.0
38980,5743,2012-01-30,100.0
38981,5743,2011-07-08,83.0
38982,5743,2013-01-16,67.0
38983,5744,2016-04-13,68.0
38984,5744,2012-11-29,94.0
38985,5744,2014-09-25,98.0
38986,5744,2015-02-07,119.0
38987,5744,2015-03-21,69.0
38988,5744,2015-02-01,93.0
38989,5744,2016-04-27,73.0
38990,5744,2010-07-20,60.0
38991,5744,2012-01-21,85.0
38992,5744,2014-11-02,72.0
38993,5745,2017-07-30,90.0
38994,5745,2014-09-13,95.0
38995,5745,2014-04-01,53.0
38996,5745,2013-07-19,84.0
38997,5745,2014-01-06,71.0
38998,5745,2015-09-25,71.0
38999,5746,2015-12-11,69.0
39000,5746,2014-07-13,104.0
39001,5746,2011-12-08,105.0
39002,5747,2015-12-15,97.0
39003,5747,2010-10-24,101.0
39004,5747,2010-11-16,62.0
39005,5747,2014-05-20,110.0
39006,5747,2015-01-30,121.0
39007,5747,2010-08-14,87.0
39008,5748,2014-11-16,57.0
39009,5748,2012-01-12,76.0
39010,5748,2014-09-22,84.0
39011,5748,2014-06-19,105.0
39012,5749,2015-02-05,93.0
39013,5749,2011-10-14,87.0
39014,5749,2013-07-02,89.0
39015,5750,2014-09-13,97.0
39016,5750,2012-06-22,77.0
39017,5750,2012-10-19,85.0
39018,5751,2016-04-25,91.0
39019,5751,2011-03-06,68.0
39020,5751,2013-07-09,39.0
39021,5751,2013-08-08,80.0
39022,5751,2013-02-17,104.0
39023,5751,2015-06-23,103.0
39024,5751,2011-12-07,56.0
39025,5751,2014-12-26,93.0
39026,5751,2016-03-30,113.0
39027,5751,2010-11-29,97.0
39028,5752,2016-07-13,123.0
39029,5752,2015-06-04,94.0
39030,5752,2012-10-16,77.0
39031,5753,2017-04-25,79.0
39032,5753,2013-05-08,92.0
39033,5753,2012-04-01,116.0
39034,5753,2013-11-11,57.0
39035,5754,2016-03-07,87.0
39036,5754,2013-08-31,109.0
39037,5754,2011-02-22,71.0
39038,5754,2012-07-12,90.0
39039,5754,2014-05-19,108.0
39040,5754,2014-11-28,97.0
39041,5754,2010-12-23,97.0
39042,5754,2013-02-21,93.0
39043,5754,2011-01-19,90.0
39044,5754,2012-03-27,97.0
39045,5754,2014-05-04,77.0
39046,5755,2017-04-11,115.0
39047,5756,2015-01-05,102.0
39048,5756,2011-11-08,115.0
39049,5756,2011-08-29,127.0
39050,5756,2013-01-11,93.0
39051,5756,2011-12-26,93.0
39052,5757,2016-02-18,101.0
39053,5757,2013-04-25,105.0
39054,5757,2016-02-06,120.0
39055,5758,2016-10-28,96.0
39056,5758,2014-09-14,86.0
39057,5758,2011-01-21,87.0
39058,5758,2014-07-06,97.0
39059,5758,2016-03-30,149.0
39060,5758,2015-03-04,80.0
39061,5758,2015-03-07,117.0
39062,5758,2012-11-25,106.0
39063,5759,2015-08-11,110.0
39064,5759,2012-11-21,121.0
39065,5759,2012-04-17,127.0
39066,5759,2012-08-05,101.0
39067,5759,2013-04-07,91.0
39068,5759,2014-02-01,107.0
39069,5759,2011-12-16,112.0
39070,5759,2011-07-18,132.0
39071,5759,2011-12-14,111.0
39072,5759,2011-05-31,95.0
39073,5760,2015-04-17,67.0
39074,5761,2015-07-15,93.0
39075,5761,2013-12-22,161.0
39076,5761,2011-11-29,104.0
39077,5761,2011-06-26,118.0
39078,5761,2011-12-23,99.0
39079,5762,2015-09-08,59.0
39080,5762,2012-12-12,127.0
39081,5762,2013-12-23,107.0
39082,5762,2014-03-18,111.0
39083,5762,2010-07-10,82.0
39084,5763,2014-12-16,78.0
39085,5763,2014-01-28,95.0
39086,5763,2013-03-13,113.0
39087,5763,2013-05-06,93.0
39088,5763,2010-08-08,75.0
39089,5763,2010-06-06,78.0
39090,5763,2012-09-01,89.0
39091,5764,2017-01-29,107.0
39092,5764,2015-05-15,83.0
39093,5764,2010-10-25,54.0
39094,5764,2010-08-06,74.0
39095,5764,2016-08-08,48.0
39096,5764,2011-02-01,94.0
39097,5764,2011-06-04,83.0
39098,5765,2014-03-03,124.0
39099,5765,2011-12-02,100.0
39100,5765,2011-08-20,126.0
39101,5765,2011-05-22,108.0
39102,5765,2012-06-24,104.0
39103,5765,2014-03-27,116.0
39104,5765,2013-10-06,71.0
39105,5765,2012-03-14,84.0
39106,5765,2013-11-05,90.0
39107,5766,2016-09-28,97.0
39108,5766,2012-05-07,70.0
39109,5766,2016-07-30,72.0
39110,5766,2014-01-08,60.0
39111,5766,2013-06-08,134.0
39112,5766,2016-09-19,88.0
39113,5766,2012-09-11,85.0
39114,5766,2016-05-06,106.0
39115,5766,2014-09-04,122.0
39116,5766,2015-06-06,101.0
39117,5767,2017-03-07,78.0
39118,5767,2011-08-06,45.0
39119,5767,2010-09-21,77.0
39120,5767,2011-10-25,101.0
39121,5767,2013-09-24,77.0
39122,5767,2012-04-13,97.0
39123,5767,2011-08-23,62.0
39124,5767,2012-11-30,109.0
39125,5767,2016-09-01,94.0
39126,5767,2010-11-29,69.0
39127,5768,2016-10-12,70.0
39128,5769,2015-05-11,105.0
39129,5769,2014-02-15,57.0
39130,5769,2010-09-14,66.0
39131,5769,2011-11-08,82.0
39132,5770,2015-11-04,139.0
39133,5770,2010-12-20,103.0
39134,5770,2013-10-15,128.0
39135,5770,2012-02-20,109.0
39136,5771,2015-09-15,92.0
39137,5772,2015-09-14,77.0
39138,5772,2013-04-27,82.0
39139,5773,2015-01-27,106.0
39140,5773,2014-02-28,53.0
39141,5773,2011-01-05,84.0
39142,5773,2011-12-29,70.0
39143,5773,2014-11-10,28.0
39144,5773,2010-10-24,45.0
39145,5773,2014-05-13,51.0
39146,5773,2013-01-29,59.0
39147,5773,2014-07-07,32.0
39148,5774,2015-07-15,110.0
39149,5774,2014-01-20,48.0
39150,5774,2013-12-22,68.0
39151,5775,2016-04-02,91.0
39152,5775,2014-04-14,116.0
39153,5775,2010-07-18,82.0
39154,5775,2011-06-03,146.0
39155,5775,2016-04-02,70.0
39156,5775,2011-08-17,94.0
39157,5775,2013-01-05,92.0
39158,5775,2013-03-18,85.0
39159,5775,2012-10-11,101.0
39160,5776,2016-08-31,115.0
39161,5777,2015-12-09,66.0
39162,5777,2011-06-09,91.0
39163,5777,2013-12-06,64.0
39164,5777,2015-12-25,99.0
39165,5777,2011-02-16,94.0
39166,5777,2010-11-11,97.0
39167,5777,2014-02-23,25.0
39168,5777,2014-08-11,71.0
39169,5777,2010-06-03,94.0
39170,5778,2016-02-15,52.0
39171,5779,2014-06-14,92.0
39172,5779,2014-05-22,93.0
39173,5779,2013-08-16,74.0
39174,5779,2011-07-12,90.0
39175,5779,2013-09-25,95.0
39176,5779,2011-06-15,103.0
39177,5779,2011-04-04,83.0
39178,5780,2016-07-24,121.0
39179,5780,2015-11-04,79.0
39180,5781,2014-06-13,114.0
39181,5782,2016-09-23,116.0
39182,5782,2012-01-18,124.0
39183,5782,2016-01-09,90.0
39184,5782,2013-08-17,128.0
39185,5782,2016-02-07,87.0
39186,5782,2014-10-12,88.0
39187,5782,2016-07-06,38.0
39188,5782,2013-08-14,79.0
39189,5782,2014-12-20,61.0
39190,5782,2012-05-07,78.0
39191,5782,2012-05-15,64.0
39192,5782,2014-10-02,80.0
39193,5783,2016-07-05,80.0
39194,5784,2015-05-31,82.0
39195,5784,2013-10-16,106.0
39196,5784,2010-12-20,97.0
39197,5784,2010-08-17,111.0
39198,5784,2013-05-31,75.0
39199,5784,2012-11-10,99.0
39200,5784,2012-06-27,159.0
39201,5784,2010-09-17,87.0
39202,5785,2015-07-29,94.0
39203,5785,2010-06-12,73.0
39204,5785,2011-12-14,97.0
39205,5785,2011-06-15,95.0
39206,5785,2014-08-23,97.0
39207,5786,2017-01-15,93.0
39208,5786,2014-03-15,63.0
39209,5786,2014-12-24,110.0
39210,5786,2014-09-27,88.0
39211,5787,2014-07-30,83.0
39212,5787,2011-09-13,92.0
39213,5787,2012-03-04,35.0
39214,5787,2013-10-23,79.0
39215,5787,2012-10-21,63.0
39216,5787,2011-06-22,73.0
39217,5787,2014-01-31,50.0
39218,5788,2015-08-20,89.0
39219,5789,2017-06-08,111.0
39220,5790,2016-12-11,60.0
39221,5790,2013-05-11,101.0
39222,5790,2015-06-30,100.0
39223,5790,2012-04-12,7.0
39224,5791,2014-10-09,48.0
39225,5791,2014-03-28,108.0
39226,5791,2012-06-05,118.0
39227,5791,2013-01-24,89.0
39228,5791,2013-07-29,74.0
39229,5791,2013-12-10,97.0
39230,5792,2017-10-22,80.0
39231,5792,2011-08-25,92.0
39232,5792,2011-05-16,58.0
39233,5792,2017-03-26,66.0
39234,5793,2015-06-26,108.0
39235,5793,2012-10-25,80.0
39236,5793,2014-04-12,86.0
39237,5794,2016-06-16,67.0
39238,5794,2013-02-15,110.0
39239,5794,2011-03-14,88.0
39240,5794,2012-09-12,49.0
39241,5795,2016-04-18,97.0
39242,5796,2015-10-14,74.0
39243,5796,2012-03-21,86.0
39244,5796,2011-06-27,55.0
39245,5796,2013-12-29,117.0
39246,5796,2012-05-15,60.0
39247,5796,2012-05-04,97.0
39248,5797,2014-12-06,106.0
39249,5797,2012-12-24,115.0
39250,5797,2013-12-17,120.0
39251,5797,2014-04-19,104.0
39252,5798,2016-03-08,88.0
39253,5799,2015-03-15,61.0
39254,5799,2011-07-15,97.0
39255,5799,2012-08-15,84.0
39256,5799,2012-12-27,99.0
39257,5800,2014-11-04,66.0
39258,5800,2011-06-06,90.0
39259,5800,2010-07-20,63.0
39260,5800,2011-09-11,60.0
39261,5800,2010-06-02,64.0
39262,5800,2010-09-11,101.0
39263,5800,2014-09-03,58.0
39264,5800,2011-10-08,56.0
39265,5801,2014-06-02,109.0
39266,5801,2012-05-15,89.0
39267,5801,2011-03-23,107.0
39268,5801,2012-01-31,61.0
39269,5802,2017-01-20,85.0
39270,5802,2013-07-15,92.0
39271,5802,2013-03-31,95.0
39272,5803,2016-05-21,122.0
39273,5803,2012-08-20,73.0
39274,5803,2010-08-09,117.0
39275,5803,2015-02-22,94.0
39276,5803,2010-08-24,90.0
39277,5803,2014-09-09,64.0
39278,5804,2015-12-29,93.0
39279,5804,2011-01-04,107.0
39280,5804,2013-04-10,86.0
39281,5804,2013-03-10,11.0
39282,5804,2013-10-16,110.0
39283,5804,2013-06-05,134.0
39284,5804,2011-02-11,101.0
39285,5804,2013-04-04,109.0
39286,5804,2011-12-20,95.0
39287,5805,2016-06-22,91.0
39288,5805,2012-11-20,101.0
39289,5805,2015-02-17,115.0
39290,5805,2013-06-17,82.0
39291,5805,2014-05-03,85.0
39292,5805,2012-12-26,75.0
39293,5805,2011-03-08,121.0
39294,5805,2013-10-26,100.0
39295,5805,2014-12-26,76.0
39296,5806,2015-02-27,64.0
39297,5806,2010-06-26,69.0
39298,5806,2012-06-17,61.0
39299,5806,2013-05-07,97.0
39300,5806,2010-12-17,89.0
39301,5806,2011-02-17,94.0
39302,5807,2015-10-28,99.0
39303,5807,2012-08-13,109.0
39304,5808,2016-04-30,72.0
39305,5808,2012-04-11,105.0
39306,5808,2012-04-14,96.0
39307,5809,2016-06-14,114.0
39308,5810,2015-08-21,72.0
39309,5810,2011-03-15,70.0
39310,5810,2015-06-24,116.0
39311,5810,2013-10-07,78.0
39312,5810,2011-01-13,79.0
39313,5810,2012-09-30,79.0
39314,5810,2012-12-17,81.0
39315,5811,2015-09-03,103.0
39316,5811,2014-01-04,106.0
39317,5811,2010-12-22,118.0
39318,5811,2015-02-06,96.0
39319,5811,2010-12-24,81.0
39320,5811,2014-11-07,116.0
39321,5811,2014-10-09,99.0
39322,5811,2013-09-01,110.0
39323,5812,2016-02-28,107.0
39324,5812,2014-07-21,81.0
39325,5812,2014-10-14,101.0
39326,5813,2016-02-01,95.0
39327,5813,2014-11-10,109.0
39328,5813,2015-12-07,109.0
39329,5813,2014-06-02,22.0
39330,5813,2011-05-18,82.0
39331,5813,2011-07-17,98.0
39332,5814,2016-02-02,70.0
39333,5814,2014-12-18,53.0
39334,5814,2013-09-30,94.0
39335,5814,2013-06-27,87.0
39336,5815,2015-11-29,69.0
39337,5815,2012-08-31,96.0
39338,5815,2014-06-28,67.0
39339,5815,2014-08-31,51.0
39340,5815,2012-08-31,97.0
39341,5815,2011-06-11,60.0
39342,5815,2011-01-22,114.0
39343,5815,2015-04-17,99.0
39344,5815,2012-10-11,90.0
39345,5816,2016-06-27,80.0
39346,5816,2010-10-23,92.0
39347,5816,2012-07-07,68.0
39348,5816,2011-12-03,107.0
39349,5816,2014-10-16,85.0
39350,5817,2016-09-26,86.0
39351,5817,2013-07-07,101.0
39352,5817,2010-11-22,91.0
39353,5817,2015-01-09,101.0
39354,5817,2013-05-26,115.0
39355,5817,2016-06-23,122.0
39356,5818,2017-01-31,69.0
39357,5818,2015-06-29,91.0
39358,5818,2011-01-06,96.0
39359,5818,2012-06-20,96.0
39360,5818,2015-09-30,103.0
39361,5818,2014-05-06,70.0
39362,5818,2016-11-01,81.0
39363,5818,2017-01-04,65.0
39364,5819,2017-02-26,77.0
39365,5819,2012-09-18,69.0
39366,5820,2016-05-23,68.0
39367,5820,2011-01-08,92.0
39368,5820,2015-10-03,87.0
39369,5820,2015-09-16,106.0
39370,5820,2012-05-02,86.0
39371,5821,2015-06-04,79.0
39372,5821,2015-01-27,119.0
39373,5821,2014-02-01,100.0
39374,5822,2016-12-06,100.0
39375,5822,2011-08-03,108.0
39376,5822,2013-01-10,74.0
39377,5822,2016-02-17,82.0
39378,5822,2010-11-05,96.0
39379,5822,2012-07-13,76.0
39380,5822,2010-12-08,97.0
39381,5822,2012-11-22,102.0
39382,5823,2015-10-22,87.0
39383,5823,2015-06-12,110.0
39384,5823,2014-01-30,93.0
39385,5823,2014-01-04,73.0
39386,5824,2017-01-24,75.0
39387,5824,2011-01-21,49.0
39388,5824,2016-10-07,89.0
39389,5824,2013-08-04,53.0
39390,5824,2011-10-28,55.0
39391,5824,2012-03-07,97.0
39392,5825,2016-03-05,55.0
39393,5825,2014-06-30,64.0
39394,5825,2014-05-18,99.0
39395,5825,2011-12-14,91.0
39396,5825,2014-12-09,97.0
39397,5826,2014-12-21,93.0
39398,5826,2010-08-28,117.0
39399,5826,2013-07-11,74.0
39400,5826,2012-03-28,119.0
39401,5826,2014-03-28,87.0
39402,5827,2016-04-22,93.0
39403,5827,2013-11-21,99.0
39404,5827,2012-06-10,110.0
39405,5827,2012-06-14,128.0
39406,5827,2014-09-18,76.0
39407,5827,2013-10-24,81.0
39408,5827,2014-10-08,113.0
39409,5828,2015-07-02,99.0
39410,5828,2012-10-02,66.0
39411,5828,2015-07-09,77.0
39412,5828,2012-10-29,97.0
39413,5828,2015-02-02,89.0
39414,5828,2014-01-06,129.0
39415,5828,2010-06-30,73.0
39416,5828,2010-07-11,96.0
39417,5829,2015-04-11,69.0
39418,5829,2014-05-18,96.0
39419,5829,2015-02-26,129.0
39420,5829,2010-06-16,136.0
39421,5829,2011-10-10,115.0
39422,5829,2014-03-17,96.0
39423,5829,2013-12-06,111.0
39424,5830,2016-01-19,75.0
39425,5830,2014-05-27,61.0
39426,5831,2015-04-04,97.0
39427,5831,2012-09-21,66.0
39428,5831,2011-12-28,96.0
39429,5831,2011-06-22,56.0
39430,5831,2010-10-15,83.0
39431,5831,2012-09-18,108.0
39432,5831,2014-02-21,88.0
39433,5832,2016-06-27,109.0
39434,5832,2013-02-10,82.0
39435,5832,2014-02-20,91.0
39436,5832,2012-07-02,102.0
39437,5832,2014-09-17,84.0
39438,5832,2011-11-23,83.0
39439,5832,2013-04-17,50.0
39440,5832,2015-11-21,68.0
39441,5832,2011-05-30,98.0
39442,5832,2013-10-24,87.0
39443,5833,2015-06-17,74.0
39444,5833,2011-02-01,85.0
39445,5834,2016-03-08,76.0
39446,5834,2010-09-08,127.0
39447,5834,2012-10-15,86.0
39448,5834,2011-11-17,79.0
39449,5834,2014-10-07,121.0
39450,5834,2015-02-18,61.0
39451,5834,2015-02-04,122.0
39452,5834,2012-05-30,69.0
39453,5835,2014-03-15,92.0
39454,5835,2014-02-03,65.0
39455,5835,2012-01-28,71.0
39456,5835,2010-08-05,38.0
39457,5835,2013-11-30,103.0
39458,5835,2013-05-09,53.0
39459,5836,2015-04-15,86.0
39460,5836,2014-01-09,78.0
39461,5836,2010-10-30,86.0
39462,5836,2011-10-05,126.0
39463,5836,2013-04-11,60.0
39464,5836,2013-09-06,92.0
39465,5836,2013-12-06,65.0
39466,5836,2013-12-22,72.0
39467,5837,2016-07-07,78.0
39468,5838,2016-09-29,106.0
39469,5838,2011-05-10,113.0
39470,5838,2010-07-26,97.0
39471,5838,2014-11-09,135.0
39472,5838,2011-09-28,88.0
39473,5838,2011-11-06,105.0
39474,5839,2016-02-13,131.0
39475,5839,2013-05-20,88.0
39476,5839,2012-03-06,117.0
39477,5840,2016-08-16,125.0
39478,5840,2016-03-12,113.0
39479,5840,2011-09-12,63.0
39480,5840,2015-08-26,79.0
39481,5840,2012-02-14,63.0
39482,5840,2013-03-20,99.0
39483,5840,2013-02-09,84.0
39484,5840,2013-01-06,82.0
39485,5840,2016-01-20,69.0
39486,5840,2012-02-22,97.0
39487,5841,2016-04-09,90.0
39488,5841,2011-09-07,119.0
39489,5842,2017-01-24,109.0
39490,5842,2012-03-19,110.0
39491,5842,2011-02-27,119.0
39492,5842,2013-08-10,91.0
39493,5842,2014-07-03,102.0
39494,5842,2016-08-16,98.0
39495,5842,2014-08-27,106.0
39496,5842,2012-07-31,64.0
39497,5843,2017-10-07,67.0
39498,5844,2016-08-12,62.0
39499,5844,2013-10-20,88.0
39500,5845,2015-05-10,73.0
39501,5845,2010-06-12,66.0
39502,5845,2010-09-22,89.0
39503,5845,2013-12-26,107.0
39504,5845,2014-03-05,122.0
39505,5845,2014-09-30,90.0
39506,5845,2014-04-07,96.0
39507,5846,2016-03-31,74.0
39508,5846,2011-10-10,65.0
39509,5846,2015-09-13,75.0
39510,5846,2016-02-07,88.0
39511,5846,2014-10-22,95.0
39512,5846,2012-11-16,85.0
39513,5846,2010-07-24,51.0
39514,5846,2013-04-30,82.0
39515,5847,2014-05-13,83.0
39516,5847,2013-07-24,102.0
39517,5847,2012-02-27,125.0
39518,5847,2011-01-15,117.0
39519,5848,2016-04-04,97.0
39520,5848,2012-05-10,103.0
39521,5849,2016-10-03,116.0
39522,5849,2015-12-26,96.0
39523,5849,2014-05-15,93.0
39524,5849,2015-03-03,67.0
39525,5849,2011-03-10,48.0
39526,5849,2014-12-05,106.0
39527,5849,2015-11-10,102.0
39528,5849,2012-05-06,94.0
39529,5850,2016-07-20,115.0
39530,5850,2012-07-09,102.0
39531,5850,2015-01-10,90.0
39532,5850,2011-11-19,115.0
39533,5850,2011-04-04,110.0
39534,5850,2013-03-28,80.0
39535,5851,2016-04-30,70.0
39536,5852,2016-06-27,114.0
39537,5853,2015-08-26,48.0
39538,5853,2014-10-05,107.0
39539,5853,2010-09-21,61.0
39540,5853,2013-09-14,63.0
39541,5854,2014-09-05,69.0
39542,5854,2012-02-08,78.0
39543,5854,2011-09-27,61.0
39544,5854,2010-06-26,63.0
39545,5854,2013-11-14,102.0
39546,5855,2017-05-23,77.0
39547,5855,2015-12-24,47.0
39548,5855,2013-04-03,96.0
39549,5855,2011-07-05,109.0
39550,5855,2012-12-06,70.0
39551,5855,2013-11-03,74.0
39552,5855,2011-07-28,103.0
39553,5856,2016-01-24,66.0
39554,5856,2011-05-27,101.0
39555,5856,2011-08-24,122.0
39556,5856,2015-09-04,71.0
39557,5857,2016-09-29,71.0
39558,5857,2013-04-19,56.0
39559,5857,2016-05-02,18.0
39560,5857,2013-07-28,65.0
39561,5858,2015-02-06,69.0
39562,5858,2010-12-03,64.0
39563,5858,2015-01-15,59.0
39564,5859,2015-05-02,83.0
39565,5859,2012-05-05,95.0
39566,5859,2012-06-27,88.0
39567,5859,2015-04-17,60.0
39568,5859,2015-04-30,101.0
39569,5859,2012-07-13,129.0
39570,5859,2013-06-07,114.0
39571,5859,2010-07-15,141.0
39572,5859,2013-06-11,115.0
39573,5859,2013-02-08,96.0
39574,5860,2014-07-23,75.0
39575,5860,2012-09-02,91.0
39576,5860,2014-04-24,115.0
39577,5860,2010-12-26,99.0
39578,5861,2015-06-22,78.0
39579,5861,2011-07-19,88.0
39580,5861,2014-09-12,136.0
39581,5861,2012-09-09,96.0
39582,5861,2010-09-12,88.0
39583,5861,2013-09-03,121.0
39584,5861,2014-09-10,98.0
39585,5861,2013-08-06,72.0
39586,5861,2014-03-10,88.0
39587,5861,2011-04-05,119.0
39588,5861,2011-11-09,122.0
39589,5862,2015-07-13,87.0
39590,5862,2011-03-23,74.0
39591,5862,2014-04-21,105.0
39592,5862,2012-04-13,73.0
39593,5862,2014-03-14,103.0
39594,5862,2015-03-04,80.0
39595,5862,2012-07-07,77.0
39596,5863,2015-07-29,83.0
39597,5863,2012-11-04,88.0
39598,5863,2011-05-28,95.0
39599,5863,2014-06-25,143.0
39600,5864,2016-10-21,109.0
39601,5864,2014-08-29,92.0
39602,5864,2013-05-04,80.0
39603,5864,2011-11-21,138.0
39604,5865,2017-01-03,80.0
39605,5865,2012-06-28,92.0
39606,5866,2015-06-06,76.0
39607,5867,2015-05-31,99.0
39608,5868,2015-10-31,104.0
39609,5868,2013-04-07,88.0
39610,5868,2012-12-06,80.0
39611,5868,2012-07-26,104.0
39612,5868,2011-07-15,92.0
39613,5868,2014-04-18,56.0
39614,5868,2015-04-08,86.0
39615,5868,2011-04-28,116.0
39616,5869,2015-10-09,83.0
39617,5869,2012-07-21,69.0
39618,5869,2012-12-04,113.0
39619,5869,2012-10-06,92.0
39620,5869,2010-12-31,58.0
39621,5869,2011-12-25,90.0
39622,5869,2015-02-23,67.0
39623,5870,2015-10-15,50.0
39624,5870,2013-08-16,75.0
39625,5870,2010-07-16,69.0
39626,5871,2015-11-18,84.0
39627,5871,2011-07-31,66.0
39628,5871,2012-06-05,114.0
39629,5871,2014-06-01,117.0
39630,5871,2010-09-11,112.0
39631,5871,2013-10-02,89.0
39632,5872,2017-03-31,87.0
39633,5873,2014-09-26,88.0
39634,5873,2014-07-28,127.0
39635,5873,2012-04-30,90.0
39636,5873,2010-08-10,84.0
39637,5873,2013-01-07,70.0
39638,5873,2010-06-30,56.0
39639,5873,2011-04-03,105.0
39640,5873,2013-01-09,107.0
39641,5874,2017-05-29,126.0
39642,5874,2011-02-25,82.0
39643,5874,2013-01-17,79.0
39644,5874,2013-11-20,102.0
39645,5874,2016-07-30,114.0
39646,5874,2015-01-18,37.0
39647,5874,2010-06-29,67.0
39648,5874,2011-05-15,69.0
39649,5874,2014-07-16,65.0
39650,5874,2014-07-02,79.0
39651,5874,2012-12-07,47.0
39652,5874,2011-07-13,125.0
39653,5875,2014-12-10,93.0
39654,5875,2011-08-09,124.0
39655,5875,2011-05-09,99.0
39656,5875,2014-12-30,82.0
39657,5875,2012-07-18,117.0
39658,5875,2011-03-18,123.0
39659,5875,2013-09-21,74.0
39660,5876,2014-11-15,81.0
39661,5876,2013-04-23,64.0
39662,5876,2014-04-23,50.0
39663,5876,2014-01-02,83.0
39664,5876,2013-06-03,98.0
39665,5876,2013-08-31,83.0
39666,5876,2014-02-03,120.0
39667,5877,2013-12-07,96.0
39668,5878,2016-03-26,67.0
39669,5878,2011-09-02,119.0
39670,5878,2015-06-19,73.0
39671,5879,2014-11-19,62.0
39672,5879,2012-07-12,74.0
39673,5879,2012-12-25,75.0
39674,5880,2014-11-01,79.0
39675,5880,2011-02-22,66.0
39676,5880,2013-10-24,90.0
39677,5880,2010-09-15,66.0
39678,5881,2016-03-30,107.0
39679,5881,2015-12-09,95.0
39680,5881,2012-11-03,90.0
39681,5881,2011-09-19,65.0
39682,5881,2013-05-31,86.0
39683,5881,2011-08-07,91.0
39684,5881,2012-02-01,92.0
39685,5881,2012-08-13,110.0
39686,5881,2012-03-27,99.0
39687,5881,2011-02-16,75.0
39688,5881,2014-07-15,95.0
39689,5882,2016-02-12,120.0
39690,5882,2015-08-26,113.0
39691,5882,2013-03-09,101.0
39692,5882,2015-04-30,57.0
39693,5882,2013-10-26,87.0
39694,5882,2012-05-13,88.0
39695,5882,2011-07-30,108.0
39696,5882,2015-10-20,130.0
